Steps,Policy/Entropy,Policy/Extrinsic Value Estimate,Policy/Curiosity Value Estimate,Environment/Episode Length,Environment/Cumulative Reward,Policy/Extrinsic Reward,Policy/Curiosity Reward,Is Training
3400000,2.1510625,0.32600138,0.7883685,243.41176470588235,0.5591395377248477,0.5591395377248477,1.0284791235476298,1.0
3420000,2.1340516,0.30510166,0.75359076,335.36507936507934,0.7574714385670617,0.7574714385670617,1.343155393073897,1.0
3440000,2.215864,0.39189,0.8248312,235.25675675675674,1.0129386700200849,1.0129386700200849,1.0087779386838278,1.0
3460000,2.2383924,0.3389154,0.9020884,244.30588235294118,0.25518117675982305,0.25518117675982305,1.1262873168870369,1.0
3480000,2.1838357,0.22732674,0.88518476,259.10843373493975,0.07013976495539073,0.07013976495539073,1.1550689824991467,1.0
3500000,2.2085865,0.28910765,1.0736104,183.1764705882353,-0.0029990182391723946,-0.0029990182391723946,0.7865051640991998,1.0
3520000,2.2721384,0.350433,1.0396492,278.27272727272725,0.5404407919999549,0.5404407919999549,1.1071092396312834,1.0
3540000,2.2418783,0.20873828,1.0589207,219.6867469879518,0.12664337387218713,0.12664337387218713,0.9481789200476943,1.0
3560000,2.2918782,0.32090905,1.0848628,292.6666666666667,0.8932369902725203,0.8932369902725203,1.1704848048545113,1.0
3580000,2.2802262,0.1954345,1.0553358,300.125,0.36065313258768583,0.36065313258768583,1.1814571843060548,1.0
3600000,2.2694654,0.3162923,1.265345,242.80722891566265,0.6982722947414661,0.6982722947414661,0.967974207041426,1.0
3620000,2.239186,0.21036643,1.4157506,216.96875,0.05065463089501754,0.05065463089501754,0.9095098645901596,1.0
3640000,2.3004565,0.36497107,1.5341988,187.32038834951456,0.242831067229594,0.242831067229594,0.7586233464761375,1.0
3660000,2.2231882,0.50595677,1.7258348,211.50526315789475,1.0297947588560514,1.0297947588560514,0.8002735893879281,1.0
3680000,2.3783357,0.14000507,1.7070625,171.77391304347827,0.07198965439125334,0.07198965439125334,0.7058554699038284,1.0
3700000,2.3067076,0.28757483,1.5862563,214.82978723404256,0.31619141762012176,0.31619141762012176,0.8987742862714234,1.0
3720000,2.2469816,0.44549686,2.0703645,181.73873873873873,0.7266814102948256,0.7266814102948256,0.7098637600676609,1.0
3740000,2.3282642,0.46586865,2.1808145,177.14912280701753,0.6565736843538041,0.6565736843538041,0.7196154370903969,1.0
3760000,2.342933,0.39435908,2.1372395,170.67768595041323,0.4027016719686799,0.4027016719686799,0.7303842002603536,1.0
3780000,2.2234864,0.39483702,2.5905912,144.66666666666666,0.4947146126395987,0.4947146126395987,0.5394163357702872,1.0
3800000,2.3188927,0.39965624,2.6844409,153.68217054263565,0.38679689317923616,0.38679689317923616,0.6372514637872981,1.0
3820000,2.3447156,0.24786879,2.5657053,127.93835616438356,-0.012444210468021659,-0.012444210468021659,0.49821452706177927,1.0
3840000,2.198844,0.24670027,2.6829488,128.9182389937107,-0.013794966133929344,-0.013794966133929344,0.5014258942203654,1.0
3860000,2.2997904,0.2859426,2.9709356,154.74809160305344,0.20857076846206418,0.20857076846206418,0.6304277672763698,1.0
3880000,2.28422,0.35101667,3.473683,152.46969696969697,0.4362977478597173,0.4362977478597173,0.5715238201305887,1.0
3900000,2.3084385,0.38431248,3.4650652,171.27350427350427,0.8367698188441612,0.8367698188441612,0.6407274033448755,1.0
3920000,2.3135564,0.46731263,3.8339725,155.19402985074626,0.7052777857597297,0.7052777857597297,0.6551930735353381,1.0
3940000,2.1899338,0.34965515,3.7962945,111.6875,0.2634320748843979,0.2634320748843979,0.510675498312222,1.0
3960000,2.1647208,0.43133673,4.024754,116.05494505494505,0.16107378291256239,0.16107378291256239,0.48723088749913407,1.0
3980000,2.1853886,0.470812,4.691606,121.67484662576688,0.44437658299450306,0.44437658299450306,0.4833531253116465,1.0
4000000,2.1730459,0.5214658,4.5304265,138.04255319148936,0.822828360095641,0.822828360095641,0.5491013351146743,1.0
4020000,2.0512178,0.6175157,5.067596,129.61676646706587,0.7520647100354407,0.7520647100354407,0.47773254729177367,1.0
4040000,2.1571956,0.5951115,5.65412,131.49253731343285,0.9694874101359938,0.9694874101359938,0.5299840723799373,1.0
4060000,2.2458353,0.39473954,5.306526,118.82941176470588,0.17902353252832065,0.17902353252832065,0.4985206144848181,1.0
4080000,2.2109668,0.5669281,5.740078,135.38,0.8058133339975029,0.8058133339975029,0.5092165052331984,1.0
4100000,2.1837962,0.6100322,6.3928785,104.26344086021506,0.44611452215962033,0.44611452215962033,0.41464252088729653,1.0
4120000,2.2404032,0.5260123,6.4526806,109.75824175824175,0.3620967108514518,0.3620967108514518,0.46168552066588386,1.0
4140000,2.1087337,0.49660572,6.3447366,116.66459627329192,0.5865586420512516,0.5865586420512516,0.45334358965219174,1.0
4160000,2.0692818,0.68230003,7.268753,119.86285714285714,0.6785760055808351,0.6785760055808351,0.5010720596389313,1.0
4180000,2.0538723,0.67651165,7.5391316,101.04712041884817,0.732426714679319,0.732426714679319,0.41473762804510667,1.0
4200000,2.0352447,0.52783585,6.9419446,93.59624413145539,0.2947401948002272,0.2947401948002272,0.3924530113946046,1.0
4220000,2.1360607,0.6357828,7.938795,127.2439024390244,0.8944693282260874,0.8944693282260874,0.511625236400226,1.0
4240000,2.095613,0.48350102,7.8191123,90.70616113744076,0.21375687129605755,0.21375687129605755,0.38580999839432994,1.0
4260000,2.0637596,0.32972878,7.7613235,90.79452054794521,0.002601826920165557,0.002601826920165557,0.37807878674662854,1.0
4280000,2.130473,0.387974,7.733129,123.49333333333334,0.5600768331278714,0.5600768331278714,0.5688044889236412,1.0
4300000,2.0694957,0.419289,8.549136,108.84864864864865,0.40483315948665183,0.40483315948665183,0.4419459634847716,1.0
4320000,2.1344798,0.35820502,8.143564,96.31018518518519,0.09304930914240601,0.09304930914240601,0.3959871484009626,1.0
4340000,1.9838381,0.33464146,8.320751,91.31428571428572,-0.15857714006255957,-0.15857714006255957,0.3647285788841102,1.0
4360000,1.9730904,0.6043888,9.389282,101.61170212765957,0.6742963301244584,0.6742963301244584,0.3804750359843877,1.0
4380000,1.9656988,0.48387533,9.411103,122.59146341463415,0.8555219555699561,0.8555219555699561,0.4436763125165116,1.0
4400000,1.9722458,0.45892137,10.246489,106.53513513513514,0.32057352115878385,0.32057352115878385,0.389242418999532,1.0
4420000,1.8667883,0.39041078,9.127139,119.828025477707,0.3572525712594282,0.3572525712594282,0.4490092928791478,1.0
4440000,2.031944,0.39707378,10.1944275,126.06285714285714,0.3236605686720993,0.3236605686720993,0.4625055745809472,1.0
4460000,1.9833623,0.38097608,9.5058975,108.79213483146067,0.28868821484502405,0.28868821484502405,0.42479999471989494,1.0
4480000,1.8922617,0.40777397,10.759072,113.24725274725274,0.38625880285002456,0.38625880285002456,0.42390984201619586,1.0
4500000,1.9496263,0.50117874,11.803372,102.44692737430168,0.6073655597419323,0.6073655597419323,0.41341806901489486,1.0
4520000,1.9702044,0.46322072,11.459063,109.50769230769231,0.33916649648250013,0.33916649648250013,0.4295604666208935,1.0
4540000,2.0168774,0.548864,11.776546,109.25595238095238,0.5842300064283121,0.5842300064283121,0.41776463173548967,1.0
4560000,1.9936099,0.61881256,13.013264,113.30555555555556,0.9139614608649336,0.9139614608649336,0.43557306833294684,1.0
4580000,1.8612181,0.5001249,12.067741,107.06557377049181,0.5524663123518543,0.5524663123518543,0.40791717812143086,1.0
4600000,1.9989798,0.7108352,14.7778845,115.562874251497,1.1481910236514437,1.1481910236514437,0.4339692791704992,1.0
4620000,2.0345762,0.70414484,14.152756,111.90860215053763,0.9276000177096551,0.9276000177096551,0.43340476898486496,1.0
4640000,2.143593,0.7112241,15.57234,127.3907284768212,1.1588953610236714,1.1588953610236714,0.4678494505035315,1.0
4660000,2.0613036,0.6677018,14.868035,119.5125,0.9917475010613999,0.9917475010613999,0.43911031403695233,1.0
4680000,2.0797117,0.5783824,14.647195,112.49411764705883,0.8311858151394588,0.8311858151394588,0.41213036822113785,1.0
4700000,2.1025352,0.75577986,16.871468,147.33793103448275,1.3504013733520517,1.3504013733520517,0.5588444211099246,1.0
4720000,2.204811,0.6485538,14.908502,130.62773722627736,1.1354605814613687,1.1354605814613687,0.4958097905330156,1.0
4740000,2.011075,0.55226636,15.220071,126.04878048780488,0.6021725682363556,0.6021725682363556,0.518876916459171,1.0
4760000,2.054121,0.7328304,17.798399,130.80794701986756,1.3622346793487667,1.3622346793487667,0.493392529686292,1.0
4780000,2.108451,0.6449318,16.418045,124.6441717791411,0.8048184164785466,0.8048184164785466,0.5101881364761834,1.0
4800000,1.8921359,0.58493465,17.394075,122.92655367231639,0.7389209154315193,0.7389209154315193,0.498125762620804,1.0
4820000,1.856589,0.5305558,18.86656,92.04522613065326,0.43506884497260423,0.43506884497260423,0.3541738867956265,1.0
4840000,1.9209174,0.4269038,16.838665,117.6832298136646,0.5886993810754293,0.5886993810754293,0.44573167808533226,1.0
4860000,1.825191,0.4704159,19.047918,115.35263157894737,0.4956773751556236,0.4956773751556236,0.42450521732312874,1.0
4880000,1.7915026,0.09420914,15.91676,74.48249027237354,-0.4169069990467693,-0.4169069990467693,0.2965255496128379,1.0
4900000,1.8286605,0.21646357,19.411705,78.71084337349397,0.049240161542290724,0.049240161542290724,0.30802593568066905,1.0
4920000,1.797237,-0.054343052,16.537085,77.5275590551181,-0.6315713713345045,-0.6315713713345045,0.3018925420529045,1.0
4940000,1.6347114,-0.2903149,14.982261,69.08469055374593,-0.8577568616991592,-0.8577568616991592,0.26307084117300833,1.0
4960000,1.7497408,-0.26539624,16.620209,65.5925925925926,-0.6814308695709208,-0.6814308695709208,0.2524791588680975,1.0
4980000,1.7699368,-0.4989004,15.1989,61.82165605095541,-0.935194900095875,-0.935194900095875,0.2546018509481215,1.0
5000000,1.7878934,-0.51084775,15.911579,57.79827089337176,-0.8881755043435117,-0.8881755043435117,0.22950330358542104,1.0
5020000,1.7568516,-0.1903317,19.672958,75.08474576271186,-0.22613728854615808,-0.22613728854615808,0.27668103511283426,1.0
5040000,1.6613488,-0.22322114,20.229862,70.87456445993031,-0.4729926835628752,-0.4729926835628752,0.27970231278882224,1.0
5060000,1.7735877,-0.35039973,18.543604,69.31118881118881,-0.6483653799274128,-0.6483653799274128,0.27029410408365284,1.0
5080000,1.626875,-0.1638697,22.906996,78.04347826086956,-0.2912287368044059,-0.2912287368044059,0.29116357998156145,1.0
5100000,1.8652935,-0.2889983,19.58653,67.37820512820512,-0.7144288366308991,-0.7144288366308991,0.2661281647630788,1.0
5120000,1.8249139,-0.27962726,22.825205,52.72372372372372,-0.6122946252610271,-0.6122946252610271,0.19176182619629623,1.0
5140000,1.8008871,-0.2969854,21.047445,61.07453416149068,-0.7520632404707824,-0.7520632404707824,0.21827654438448715,1.0
5160000,1.7147713,-0.3045221,22.612692,64.07142857142857,-0.6454114913095333,-0.6454114913095333,0.22092206476851706,1.0
5180000,1.7468455,-0.25473648,23.545061,65.97394136807817,-0.6508231203595831,-0.6508231203595831,0.24291952034224928,1.0
5200000,1.7774842,-0.42402104,20.468382,53.43843843843844,-0.983528053862001,-0.983528053862001,0.20358640416594806,1.0
5220000,1.7551632,-0.33959994,23.453438,67.41846153846154,-0.6746864206830246,-0.6746864206830246,0.23233425834167312,1.0
5240000,1.6891102,-0.21612681,27.397345,66.21851851851852,-0.36655866269948395,-0.36655866269948395,0.2275482781911853,1.0
5260000,1.908883,-0.37441948,22.604729,62.29325513196481,-1.0136023469923257,-1.0136023469923257,0.2128489027994767,1.0
5280000,1.8253957,0.008313691,34.0403,81.72268907563026,0.0043340364139441,0.0043340364139441,0.28437539963677777,1.0
5300000,1.9355978,-0.32558206,23.97876,71.49640287769785,-0.8031413574501405,-0.8031413574501405,0.2562755392391148,1.0
5320000,1.9327486,-0.21963026,27.636045,80.63111111111111,-0.48826829740807753,-0.48826829740807753,0.279549443329805,1.0
5340000,1.984138,-0.17792891,28.4792,80.93548387096774,-0.5078657207344687,-0.5078657207344687,0.2707146849988344,1.0
5360000,1.8678781,-0.20349762,27.818449,77.60606060606061,-0.5443919140010481,-0.5443919140010481,0.2642353428012799,1.0
5380000,1.9574176,-0.21483411,28.631033,75.41328413284133,-0.5959250923281999,-0.5959250923281999,0.2613815577459936,1.0
5400000,2.0593338,-0.23886633,29.349392,68.49645390070921,-0.5772999943846738,-0.5772999943846738,0.22659667745240752,1.0
5420000,2.067286,-0.01997632,33.182568,101.79274611398964,-0.0992573425350665,-0.0992573425350665,0.3443977254732197,1.0
5440000,1.9876703,0.09348575,37.044247,83.86111111111111,-0.05943211144393891,-0.05943211144393891,0.2941273883857696,1.0
5460000,1.8942945,-0.18641809,27.925455,83.33734939759036,-0.7194743943610229,-0.7194743943610229,0.2691353337317705,1.0
5480000,2.0086148,-0.17022374,30.862398,76.23320158102767,-0.5664118962269553,-0.5664118962269553,0.24277281857858826,1.0
5500000,1.868165,-0.13424675,31.239973,92.61057692307692,-0.5725550288807948,-0.5725550288807948,0.32365017153799497,1.0
5520000,1.936919,-0.26101846,28.494894,84.01339285714286,-0.845491506102657,-0.845491506102657,0.2506346659205779,1.0
5540000,2.0219882,-0.28333968,28.060867,88.42477876106194,-0.826601321211019,-0.826601321211019,0.3029813830159186,1.0
5560000,1.8125979,-0.20953041,33.732384,73.96491228070175,-0.6017245566264089,-0.6017245566264089,0.24049118742073086,1.0
5580000,2.0219884,-0.090797625,38.378334,86.97321428571429,-0.321375109486851,-0.321375109486851,0.27831335582770406,1.0
5600000,1.996229,-0.2644676,32.331043,69.4417808219178,-0.6861312640418821,-0.6861312640418821,0.23178666050960325,1.0
5620000,1.9577249,-0.047608085,43.064953,85.96,-0.15533434867700932,-0.15533434867700932,0.28314496766640457,1.0
5640000,1.9661065,-0.33490843,31.97018,67.79537953795379,-0.7631917490732238,-0.7631917490732238,0.21733233274042102,1.0
5660000,1.9873086,-0.37465093,31.58846,55.86018237082067,-0.8657255965507186,-0.8657255965507186,0.18519347864142818,1.0
5680000,2.0222943,-0.12279957,43.74203,82.65322580645162,-0.23246893927552587,-0.23246893927552587,0.2639588656975614,1.0
5700000,1.9649507,0.058548857,46.714287,95.4009900990099,0.0745236525785756,0.0745236525785756,0.33901847245830014,1.0
5720000,1.9726309,0.117349386,47.44235,89.95215311004785,0.031175004559582494,0.031175004559582494,0.30741271080086546,1.0
5740000,2.1822915,0.049504496,45.476982,104.86363636363636,-0.05570099790856691,-0.05570099790856691,0.3179857522996854,1.0
5760000,2.1032598,0.12903684,51.02399,107.25806451612904,0.10345026855867476,0.10345026855867476,0.33296773337104163,1.0
5780000,2.196477,0.09653745,47.389187,108.95061728395062,0.24733803820624187,0.24733803820624187,0.3174769999023721,1.0
5800000,2.142974,-0.13980882,40.03409,74.27338129496403,-0.605131529693869,-0.605131529693869,0.22584007472621018,1.0
5820000,2.1449177,0.19660549,54.14465,107.78823529411764,0.47691656541101324,0.47691656541101324,0.34091225285813237,1.0
5840000,2.2751856,-0.113651276,39.64112,92.66806722689076,-0.6230008319111845,-0.6230008319111845,0.29119378968558923,1.0
5860000,2.1992204,0.10997825,48.733288,100.87817258883248,0.043663597373196326,0.043663597373196326,0.3539246545173228,1.0
5880000,2.1401422,-0.027805153,46.85375,74.4609375,-0.39614123924307393,-0.39614123924307393,0.21824375691992168,1.0
5900000,2.0535455,0.07325478,56.099274,85.73059360730593,0.0404639315853091,0.0404639315853091,0.2549325773688076,1.0
5920000,2.1573894,-0.0071050464,48.549465,110.57788944723617,-0.24083366758107025,-0.24083366758107025,0.3048838924080714,1.0
5940000,2.1527836,0.21879219,61.11879,100.40782122905028,0.48451954329467,0.48451954329467,0.29988581221518185,1.0
5960000,2.1253061,0.23606808,59.316647,102.09326424870466,0.11423005086099584,0.11423005086099584,0.3209420480868547,1.0
5980000,2.194139,-0.23763679,42.468384,65.59692307692308,-0.8142547626557868,-0.8142547626557868,0.21844474142632234,1.0
6000000,2.0582507,-0.45208365,35.226627,34.3747870528109,-1.2150452368311444,-1.2150452368311444,0.10861424981372124,1.0
6020000,2.2220607,-0.37642848,39.69218,52.32091690544413,-0.9133553005021765,-0.9133553005021765,0.1574358309021708,1.0
6040000,2.1436195,-0.043073773,57.762836,73.61254612546125,-0.23656653409039685,-0.23656653409039685,0.21618309603218222,1.0
6060000,2.2373374,-0.3791712,44.348553,56.370262390670554,-0.8930221506942243,-0.8930221506942243,0.1826794359227337,1.0
6080000,2.1120696,-0.24055848,53.623035,63.10835913312693,-0.6168438201683234,-0.6168438201683234,0.1847013162731417,1.0
6100000,2.019982,-0.10977017,61.485558,67.11678832116789,-0.2828952484984243,-0.2828952484984243,0.21074070077900176,1.0
6120000,2.1328752,-0.29796118,56.094242,59.005970149253734,-0.6698011771170285,-0.6698011771170285,0.18638994071333664,1.0
6140000,2.0464673,-0.49874076,48.07905,45.85321100917431,-0.9462142192452629,-0.9462142192452629,0.14042395960853046,1.0
6160000,2.1386597,-0.7410761,41.20496,29.82792207792208,-1.293291877931953,-1.293291877931953,0.09187917006254959,1.0
6180000,2.1106174,-0.40441748,60.557545,55.038781163434905,-0.757701649854747,-0.757701649854747,0.16027489405031153,1.0
6200000,2.2221298,-0.16382433,73.448715,71.98039215686275,-0.18126849995744523,-0.18126849995744523,0.19988833398853362,1.0
6220000,2.19229,-0.47925797,58.11741,56.50857142857143,-0.7868344657539498,-0.7868344657539498,0.1679330857126029,1.0
6240000,2.3106782,-0.46316075,53.08589,59.002873563218394,-0.9337476988690343,-0.9337476988690343,0.16949642057535266,1.0
6260000,2.316961,-0.61424387,46.72323,45.5181598062954,-1.1343566554401336,-1.1343566554401336,0.1351807925294291,1.0
6280000,2.2530403,-0.17310596,67.9517,82.63671875,-0.40183202022717524,-0.40183202022717524,0.23238546798734205,1.0
6300000,2.239991,-0.051994618,76.90284,74.08064516129032,-0.26543588312896677,-0.26543588312896677,0.2092521568220916,1.0
6320000,1.9693373,-0.34079656,65.87439,48.12315270935961,-0.8062403850742557,-0.8062403850742557,0.1390436358044206,1.0
6340000,2.1766143,-0.41702458,57.303486,49.36159600997506,-0.9314359950905782,-0.9314359950905782,0.1505426283396082,1.0
6360000,2.1944683,0.06972715,85.96275,89.10762331838565,-0.017147982425699555,-0.017147982425699555,0.2592965850863405,1.0
6380000,2.2400727,-0.08879059,74.05289,81.18326693227091,-0.4871309408195047,-0.4871309408195047,0.2287883324953284,1.0
6400000,2.2876465,-0.09570461,77.41252,73.66920152091255,-0.4632072194701613,-0.4632072194701613,0.20691862234915695,1.0
6420000,2.282852,-0.20987646,72.719574,70.89930555555556,-0.537801736747901,-0.537801736747901,0.20327949439544885,1.0
6440000,2.1812234,0.18160418,103.429985,88.31428571428572,0.23993033686679263,0.23993033686679263,0.25544756715146216,1.0
6460000,2.2563381,-0.15647782,73.796265,79.34848484848484,-0.5160552973986452,-0.5160552973986452,0.23112368319583987,1.0
6480000,2.0786736,-0.17342001,81.95448,60.75796178343949,-0.5327958505890616,-0.5327958505890616,0.19225735627418788,1.0
6500000,2.0366683,-0.39072436,66.23404,40.35504201680672,-0.9782866037097101,-0.9782866037097101,0.13105618406272743,1.0
6520000,2.158697,-0.35805362,71.814964,54.21081081081081,-0.8354691052937131,-0.8354691052937131,0.17202485229004158,1.0
6540000,2.110292,-0.2797272,84.43218,67.58585858585859,-0.5577278444742715,-0.5577278444742715,0.1993074589315177,1.0
6560000,2.1698866,-0.3967997,77.65825,58.25993883792049,-0.7623819479201166,-0.7623819479201166,0.1748806733391689,1.0
6580000,2.100325,-0.23187143,96.00231,64.66237942122187,-0.46821601791881945,-0.46821601791881945,0.21425438539266067,1.0
6600000,2.0176628,-0.38895506,90.93985,57.22478386167147,-0.6576442158184784,-0.6576442158184784,0.17817712533459298,1.0
6620000,2.10882,-0.59088457,72.41239,49.06829268292683,-0.99381434808739,-0.99381434808739,0.1502169283410566,1.0
6640000,1.9922702,-0.46540737,90.10787,57.39710144927536,-0.6568619165807112,-0.6568619165807112,0.18055811540127548,1.0
6660000,2.065402,-0.13143133,119.22377,78.98809523809524,-0.06640670444538427,-0.06640670444538427,0.2673954885768641,1.0
6680000,2.0249472,-0.3176421,104.07684,62.22837370242215,-0.5168531058010934,-0.5168531058010934,0.1975810656362165,1.0
6700000,1.9878713,-0.008128178,128.36101,86.54298642533936,0.04449548130661114,0.04449548130661114,0.24751140736991634,1.0
6720000,2.2458003,-0.28114963,100.05133,72.02482269503547,-0.5527102752788494,-0.5527102752788494,0.21163266265142713,1.0
6740000,2.1107047,0.0548428,133.71867,88.66523605150215,0.1395306662278664,0.1395306662278664,0.27989374264712547,1.0
